"ID"	"symbol"
"Xe_006368"	"anatomical structure morphogenesis"
"Xe_006369"	"Xe_006369"
"Xe_006370"	"NLRP3_2"
"Xe_006371"	"Xe_006371"
"Xe_006372"	"Xe_006372"
"Xe_006373"	"Xe_006373"
"Xe_006374"	"Xe_006374"
"Xe_006375"	"Xe_006375"
"Xe_006376"	"Xe_006376"
"Xe_006377"	"Xe_006377"
"Xe_006378"	"Xe_006378"
"Xe_006379"	"protein Hydra magnipapillata_9"
"Xe_006380"	"Xe_006380"
"Xe_006381"	"Xe_006381"
"Xe_006382"	"Xe_006382"
"Xe_006383"	"Xe_006383"
"Xe_006384"	"Xe_006384"
"Xe_006385"	"Xe_006385"
"Xe_006386"	"Xe_006386"
"Xe_006387"	"Xe_006387"
"Xe_006388"	"Xe_006388"
"Xe_006389"	"Xe_006389"
"Xe_006390"	"Xe_006390"
"Xe_006391"	"Xe_006391"
"Xe_006392"	"Xe_006392"
"Xe_006393"	"DM3_2"
"Xe_006394"	"Xe_006394"
"Xe_006395"	"Xe_006395"
"Xe_006396"	"Xe_006396"
"Xe_006397"	"Xe_006397"
"Xe_006398"	"Xe_006398"
"Xe_006399"	"Xe_006399"
"Xe_006400"	"Xe_006400"
"Xe_006401"	"Xe_006401"
"Xe_006402"	"Reverse transcriptase (RNA-dependent DNA polymerase)_8"
"Xe_006403"	"Xe_006403"
"Xe_006404"	"Hydra magnipapillata_5"
"Xe_006405"	"Xe_006405"
"Xe_006406"	"Xe_006406"
"Xe_006407"	"Xe_006407"
"Xe_006408"	"Xe_006408"
"Xe_006409"	"Xe_006409"
"Xe_006410"	"Xe_006410"
"Xe_006411"	"Xe_006411"
"Xe_006412"	"NLRP10_2"
"Xe_006413"	"Xe_006413"
"Xe_006414"	"TOP1_1"
"Xe_006415"	"Xe_006415"
"Xe_006416"	"TOPEUc_1"
"Xe_006417"	"Xe_006417"
"Xe_006418"	"TOP1_2"
"Xe_006419"	"NLRP3_3"
"Xe_006420"	"Xe_006420"
"Xe_006421"	"Xe_006421"
"Xe_006422"	"Xe_006422"
"Xe_006423"	"RNH1_8"
"Xe_006424"	"Xe_006424"
"Xe_006425"	"gypsy retrotransposon"
"Xe_006426"	"Xe_006426"
"Xe_006427"	"Xe_006427"
"Xe_006428"	"Xe_006428"
"Xe_006429"	"Xe_006429"
"Xe_006430"	"Xe_006430"
"Xe_006431"	"Xe_006431"
"Xe_006432"	"NACHT, LRR and PYD domains-containing protein_2"
"Xe_006433"	"TOP1_3"
"Xe_006434"	"Xe_006434"
"Xe_006435"	"Xe_006435"
"Xe_006436"	"Xe_006436"
"Xe_006437"	"NLRP3_4"
"Xe_006438"	"Xe_006438"
"Xe_006439"	"Xe_006439"
"Xe_006440"	"Xe_006440"
"Xe_006441"	"Integrase core domain_12"
"Xe_006442"	"Xe_006442"
"Xe_006443"	"Xe_006443"
"Xe_006444"	"to transposase domaincontaining protein_1"
"Xe_006445"	"Xe_006445"
"Xe_006446"	"Xe_006446"
"Xe_006447"	"Xe_006447"
"Xe_006448"	"Xe_006448"
"Xe_006449"	"Xe_006449"
"Xe_006450"	"Xe_006450"
"Xe_006451"	"Xe_006451"
"Xe_006452"	"Xe_006452"
"Xe_006453"	"Xe_006453"
"Xe_006454"	"Xe_006454"
"Xe_006455"	"Xe_006455"
"Xe_006456"	"Xe_006456"
"Xe_006457"	"Inherit from meNOG: Hydra magnipapillata_2"
"Xe_006458"	"Inherit from meNOG: Hydra magnipapillata_3"
"Xe_006459"	"Xe_006459"
"Xe_006460"	"Xe_006460"
"Xe_006461"	"Xe_006461"
"Xe_006462"	"RNF151_12"
"Xe_006463"	"Xe_006463"
"Xe_006464"	"Xe_006464"
"Xe_006465"	"Xe_006465"
"Xe_006466"	"Xe_006466"
"Xe_006467"	"Xe_006467"
"Xe_006468"	"Xe_006468"
"Xe_006469"	"Xe_006469"
"Xe_006470"	"Xe_006470"
"Xe_006471"	"Retrotransposon protein_10"
"Xe_006472"	"TOP1_4"
"Xe_006473"	"Xe_006473"
"Xe_006474"	"Xe_006474"
"Xe_006475"	"Xe_006475"
"Xe_006476"	"Xe_006476"
"Xe_006477"	"Xe_006477"
"Xe_006478"	"Xe_006478"
"Xe_006479"	"Xe_006479"
"Xe_006480"	"Xe_006480"
"Xe_006481"	"Xe_006481"
"Xe_006482"	"Xe_006482"
"Xe_006483"	"Xe_006483"
"Xe_006484"	"Xe_006484"
"Xe_006485"	"Xe_006485"
"Xe_006486"	"Xe_006486"
"Xe_006487"	"Xe_006487"
"Xe_006488"	"Xe_006488"
"Xe_006489"	"Xe_006489"
"Xe_006490"	"NLRP1"
"Xe_006491"	"Xe_006491"
"Xe_006492"	"piggyBac transposable element derived 4_2"
"Xe_006493"	"PHD finger protein_4"
"Xe_006494"	"Xe_006494"
"Xe_006495"	"Xe_006495"
"Xe_006496"	"to transposase domaincontaining protein_2"
"Xe_006497"	"Xe_006497"
"Xe_006498"	"Xe_006498"
"Xe_006499"	"Xe_006499"
"Xe_006500"	"Xe_006500"
"Xe_006501"	"Xe_006501"
"Xe_006502"	"Xe_006502"
"Xe_006503"	"Xe_006503"
"Xe_006504"	"Xe_006504"
"Xe_006505"	"Xe_006505"
"Xe_006506"	"THAP10_6"
"Xe_006507"	"Xe_006507"
"Xe_006508"	"MRRF"
"Xe_006509"	"Xe_006509"
"Xe_006510"	"Xe_006510"
"Xe_006511"	"Xe_006511"
"Xe_006512"	"Xe_006512"
"Xe_006513"	"Xe_006513"
"Xe_006514"	"Xe_006514"
"Xe_006515"	"Xe_006515"
"Xe_006516"	"Xe_006516"
"Xe_006517"	"NLRP3_5"
"Xe_006518"	"Xe_006518"
"Xe_006519"	"Xe_006519"
"Xe_006520"	"Xe_006520"
"Xe_006521"	"Xe_006521"
"Xe_006522"	"Xe_006522"
"Xe_006523"	"Xe_006523"
"Xe_006524"	"Xe_006524"
"Xe_006525"	"Xe_006525"
"Xe_006526"	"Xe_006526"
"Xe_006527"	"NLRP14"
"Xe_006528"	"protein Hydra magnipapillata_10"
"Xe_006529"	"Integrase core domain_13"
"Xe_006530"	"Xe_006530"
"Xe_006531"	"TOP1_5"
"Xe_006532"	"Xe_006532"
"Xe_006533"	"Receptor_19"
"Xe_006534"	"Xe_006534"
"Xe_006535"	"Xe_006535"
"Xe_006536"	"Xe_006536"
"Xe_006537"	"Xe_006537"
"Xe_006538"	"TOPEUc_2"
"Xe_006539"	"Xe_006539"
"Xe_006540"	"Xe_006540"
"Xe_006541"	"Xe_006541"
"Xe_006542"	"NLRP3_6"
"Xe_006543"	"Reverse transcriptase (RNA-dependent DNA polymerase)_9"
"Xe_006544"	"Xe_006544"
"Xe_006545"	"Xe_006545"
"Xe_006546"	"Integrase core domain_14"
"Xe_006547"	"PHD finger protein_5"
"Xe_006548"	"Xe_006548"
"Xe_006549"	"Xe_006549"
"Xe_006550"	"Zinc finger protein_1.2"
"Xe_006551"	"Xe_006551"
"Xe_006552"	"Xe_006552"
"Xe_006553"	"to transposase domaincontaining protein_3"
"Xe_006554"	"Xe_006554"
"Xe_006555"	"Xe_006555"
"Xe_006556"	"NACHT domain_2"
"Xe_006557"	"Retrotransposon protein_11"
"Xe_006558"	"to transposase domaincontaining protein_4"
"Xe_006559"	"Xe_006559"
"Xe_006560"	"Xe_006560"
"Xe_006561"	"Xe_006561"
"Xe_006562"	"Xe_006562"
"Xe_006563"	"Xe_006563"
"Xe_006564"	"Xe_006564"
"Xe_006565"	"Xe_006565"
"Xe_006566"	"Xe_006566"
"Xe_006567"	"Xe_006567"
"Xe_006568"	"Xe_006568"
"Xe_006569"	"Xe_006569"
"Xe_006570"	"Xe_006570"
"Xe_006571"	"Xe_006571"
"Xe_006572"	"Retrotransposon protein_12"
"Xe_006573"	"Xe_006573"
"Xe_006574"	"TOP1_6"
"Xe_006575"	"SAMHD1_2"
"Xe_006576"	"SAMHD1_3"
"Xe_006577"	"KLHL23"
"Xe_006578"	"Xe_006578"
"Xe_006579"	"RNH1_9"
"Xe_006580"	"Xe_006580"
"Xe_006581"	"Xe_006581"
"Xe_006582"	"KEX2_1"
"Xe_006583"	"MADF_8"
"Xe_006584"	"Xe_006584"
"Xe_006585"	"Xe_006585"
"Xe_006586"	"Xe_006586"
"Xe_006587"	"PCSK5_2"
"Xe_006588"	"Xe_006588"
"Xe_006589"	"Xe_006589"
"Xe_006590"	"Xe_006590"
"Xe_006591"	"Proprotein convertase P-domain_1"
"Xe_006592"	"KEX2_2"
"Xe_006593"	"proprotein convertase subtilisin kexin type 5"
"Xe_006594"	"Xe_006594"
"Xe_006595"	"Xe_006595"
"Xe_006596"	"SAMHD1_4"
"Xe_006597"	"SAMHD1_5"
"Xe_006598"	"Xe_006598"
"Xe_006599"	"SAMHD1_6"
"Xe_006600"	"SAMHD1_7"
"Xe_006601"	"TMEM161B_1"
"Xe_006602"	"Xe_006602"
"Xe_006603"	"SAMHD1_8"
"Xe_006604"	"Xe_006604"
"Xe_006605"	"Xe_006605"
"Xe_006606"	"SAMHD1_9"
"Xe_006607"	"TMEM161B_2"
"Xe_006608"	"SAMHD1_10"
"Xe_006609"	"Xe_006609"
"Xe_006610"	"SAMHD1_11"
"Xe_006611"	"TMEM161B_3"
"Xe_006612"	"Xe_006612"
"Xe_006613"	"Xe_006613"
"Xe_006614"	"Xe_006614"
"Xe_006615"	"Xe_006615"
"Xe_006616"	"Xe_006616"
"Xe_006617"	"helix-turn-helix, Psq domain"
"Xe_006618"	"Retrotransposon protein_13"
"Xe_006619"	"THAP10_7"
"Xe_006620"	"Xe_006620"
"Xe_006621"	"Xe_006621"
"Xe_006622"	"SAMHD1_12"
"Xe_006623"	"TMEM161B_4"
"Xe_006624"	"SAMHD1_13"
"Xe_006625"	"Xe_006625"
"Xe_006626"	"Inherit from chorNOG: ZnF_C2H2_1"
"Xe_006627"	"TMEM161B_5"
"Xe_006628"	"Xe_006628"
"Xe_006629"	"SAMHD1_14"
"Xe_006630"	"TMEM161B_6"
"Xe_006631"	"Xe_006631"
"Xe_006632"	"Xe_006632"
"Xe_006633"	"AP1G1_1"
"Xe_006634"	"Xe_006634"
"Xe_006635"	"AP1G1_2"
"Xe_006636"	"Xe_006636"
"Xe_006637"	"Xe_006637"
"Xe_006638"	"Xe_006638"
"Xe_006639"	"TMEM161B_7"
"Xe_006640"	"SAMHD1_15"
"Xe_006641"	"TMEM161B_8"
"Xe_006642"	"Xe_006642"
"Xe_006643"	"AP1G1_3"
"Xe_006644"	"Xe_006644"
"Xe_006645"	"Xe_006645"
"Xe_006646"	"Xe_006646"
"Xe_006647"	"kinesin-like protein_1"
"Xe_006648"	"Xe_006648"
"Xe_006649"	"ASRGL1_6"
"Xe_006650"	"Xe_006650"
"Xe_006651"	"Xe_006651"
"Xe_006652"	"kinesin-like protein_2"
"Xe_006653"	"Xe_006653"
"Xe_006654"	"Xe_006654"
"Xe_006655"	"ASRGL1_7"
"Xe_006656"	"Xe_006656"
"Xe_006657"	"Xe_006657"
"Xe_006658"	"Xe_006658"
"Xe_006659"	"Xe_006659"
"Xe_006660"	"Xe_006660"
"Xe_006661"	"Xe_006661"
"Xe_006662"	"Xe_006662"
"Xe_006663"	"Xe_006663"
"Xe_006664"	"Xe_006664"
"Xe_006665"	"Xe_006665"
"Xe_006666"	"Xe_006666"
"Xe_006667"	"Xe_006667"
"Xe_006668"	"Xe_006668"
"Xe_006669"	"Xe_006669"
"Xe_006670"	"Xe_006670"
"Xe_006671"	"Xe_006671"
"Xe_006672"	"E2F4_1"
"Xe_006673"	"E2F4_2"
"Xe_006674"	"PLCG2_1"
"Xe_006675"	"PDZRN3_3"
"Xe_006676"	"Xe_006676"
"Xe_006677"	"Xe_006677"
"Xe_006678"	"Xe_006678"
"Xe_006679"	"Xe_006679L"
"Xe_006680"	"Xe_006680"
"Xe_006681"	"Xe_006681"
"Xe_006682"	"DNA polymerase type B, organellar and viral_2"
"Xe_006683"	"Xe_006683"
"Xe_006684"	"E2F4_3"
"Xe_006685"	"RNF151_13"
"Xe_006686"	"E2F4_4"
"Xe_006687"	"E2F4_5"
"Xe_006688"	"SL"
"Xe_006689"	"PLCG2_2"
"Xe_006690"	"SMALL-WING_1"
"Xe_006691"	"Xe_006691"
"Xe_006692"	"SMALL-WING_2"
"Xe_006693"	"ELMO1"
"Xe_006694"	"DPM1"
"Xe_006695"	"CREBZF"
"Xe_006696"	"Mitochondrial genome maintenance protein mgm101"
"Xe_006697"	"Xe_006697"
"Xe_006698"	"mcf.2 cell line derived transforming_1"
"Xe_006699"	"Xe_006699"
"Xe_006700"	"DM3_3"
"Xe_006701"	"Xe_006701"
"Xe_006702"	"Xe_006702"
"Xe_006703"	"Xe_006703"
"Xe_006704"	"Xe_006704"
"Xe_006705"	"PLEKHG4_1"
"Xe_006706"	"MADF_9"
"Xe_006707"	"Xe_006707"
"Xe_006708"	"ARHGEF40_1"
"Xe_006709"	"Xe_006709"
"Xe_006710"	"PLEKHG4_2"
"Xe_006711"	"PLEKHG4_3"
"Xe_006712"	"Xe_006712"
"Xe_006713"	"Xe_006713"
"Xe_006714"	"Xe_006714"
"Xe_006715"	"Xe_006715"
"Xe_006716"	"Xe_006716"
"Xe_006717"	"Xe_006717"
"Xe_006718"	"Xe_006718"
"Xe_006719"	"Xe_006719"
"Xe_006720"	"Xe_006720"
"Xe_006721"	"Xe_006721"
"Xe_006722"	"Xe_006722"
"Xe_006723"	"Xe_006723"
"Xe_006724"	"Xe_006724"
"Xe_006725"	"Xe_006725"
"Xe_006726"	"Xe_006726"
"Xe_006727"	"Xe_006727"
"Xe_006728"	"Xe_006728"
"Xe_006729"	"Xe_006729"
"Xe_006730"	"transmembrane protein 70"
"Xe_006731"	"Xe_006731"
"Xe_006732"	"Xe_006732"
"Xe_006733"	"Xe_006733"
"Xe_006734"	"Xe_006734"
"Xe_006735"	"Retrotransposon protein_1.2.3"
"Xe_006736"	"TAT_1"
"Xe_006737"	"Xe_006737"
"Xe_006738"	"Xe_006738"
"Xe_006739"	"Xe_006739"
"Xe_006740"	"Xe_006740"
"Xe_006741"	"Xe_006741"
"Xe_006742"	"Xe_006742"
"Xe_006743"	"Xe_006743"
"Xe_006744"	"Hydra magnipapillata_6"
"Xe_006745"	"piggyBac transposable element derived 4_3"
"Xe_006746"	"TAT_2"
"Xe_006747"	"Xe_006747"
"Xe_006748"	"Xe_006748"
"Xe_006749"	"TAT_3"
"Xe_006750"	"Xe_006750"
"Xe_006751"	"Xe_006751"
"Xe_006752"	"Xe_006752"
"Xe_006753"	"Xe_006753"
"Xe_006754"	"Xe_006754"
"Xe_006755"	"Hydra magnipapillata_7"
"Xe_006756"	"TAT_4"
"Xe_006757"	"Xe_006757"
"Xe_006758"	"Xe_006758"
"Xe_006759"	"Xe_006759"
"Xe_006760"	"Xe_006760"
"Xe_006761"	"Xe_006761"
"Xe_006762"	"Xe_006762"
"Xe_006763"	"RhoGEF domain_1"
"Xe_006764"	"ARHGEF40_2"
"Xe_006765"	"RhoGEF_1"
"Xe_006766"	"Xe_006766"
"Xe_006767"	"mcf.2 cell line derived transforming_2"
"Xe_006768"	"Xe_006768"
"Xe_006769"	"mcf.2 cell line derived transforming_3"
"Xe_006770"	"PLEKHG4_4"
"Xe_006771"	"Xe_006771"
"Xe_006772"	"mcf.2 cell line derived transforming_4"
"Xe_006773"	"Xe_006773"
"Xe_006774"	"RhoGEF domain_2"
"Xe_006775"	"mcf.2 cell line derived transforming_5"
"Xe_006776"	"mcf.2 cell line derived transforming_6"
"Xe_006777"	"CHST11_1"
"Xe_006778"	"Xe_006778"
"Xe_006779"	"Xe_006779"
"Xe_006780"	"Xe_006780"
"Xe_006781"	"Xe_006781"
"Xe_006782"	"ARHGEF40_3"
"Xe_006783"	"Xe_006783"
"Xe_006784"	"Xe_006784"
"Xe_006785"	"Xe_006785"
"Xe_006786"	"Xe_006786"
"Xe_006787"	"Xe_006787"
"Xe_006788"	"TAT_6"
"Xe_006789"	"Xe_006789"
"Xe_006790"	"protein Hydra magnipapillata_11"
"Xe_006791"	"Xe_006791"
"Xe_006792"	"MADF_10"
"Xe_006793"	"Xe_006793"
"Xe_006794"	"Xe_006794"
"Xe_006795"	"Xe_006795"
"Xe_006796"	"DIO1"
"Xe_006797"	"Xe_006797"
"Xe_006798"	"Xe_006798"
"Xe_006799"	"Xe_006799"
"Xe_006800"	"RNF151_14"
"Xe_006801"	"RNF151_15"
"Xe_006802"	"DIO3_1"
"Xe_006803"	"Xe_006803"
"Xe_006804"	"Xe_006804"
"Xe_006805"	"Xe_006805"
"Xe_006806"	"Xe_006806L"
"Xe_006807"	"Xe_006807"
"Xe_006808"	"TAT_7"
"Xe_006809"	"Xe_006809"
"Xe_006810"	"Xe_006810"
"Xe_006811"	"TAT_8"
"Xe_006812"	"THAP domain containing 9_1"
"Xe_006813"	"Xe_006813"
"Xe_006814"	"Xe_006814"
"Xe_006815"	"Xe_006815"
"Xe_006816"	"Xe_006816"
"Xe_006817"	"TAT_9"
"Xe_006818"	"protein FAR1-RELATED SEQUENCE 3-like_1"
"Xe_006819"	"Xe_006819"
"Xe_006820"	"Xe_006820"
"Xe_006821"	"TAT_10"
"Xe_006822"	"TAT_11"
"Xe_006823"	"CYTB5"
"Xe_006824"	"cytochrome_1"
"Xe_006825"	"ATG8"
"Xe_006826"	"Xe_006826"
"Xe_006827"	"radial spoke head 4 homolog A (Chlamydomonas)"
"Xe_006828"	"SLC22A13_3"
"Xe_006829"	"DIO2_1"
"Xe_006830"	"ZNRF1"
"Xe_006831"	"Xe_006831"
"Xe_006832"	"Xe_006832"
"Xe_006833"	"DHX35_1"
"Xe_006834"	"DHX35_2"
"Xe_006835"	"TRPA1_3"
"Xe_006836"	"Xe_006836"
"Xe_006837"	"Xe_006837"
"Xe_006838"	"Xe_006838"
"Xe_006839"	"Xe_006839"
"Xe_006840"	"TRPA1_4"
"Xe_006841"	"Xe_006841"
"Xe_006842"	"Xe_006842"
"Xe_006843"	"TRPA1_5"
"Xe_006844"	"glutathione Stransferase"
"Xe_006845"	"TSNAXIP1"
"Xe_006846"	"Xe_006846"
"Xe_006847"	"Xe_006847L"
"Xe_006848"	"DIO3_2"
"Xe_006849"	"Xe_006849"
"Xe_006850"	"Xe_006850"
"Xe_006851"	"Xe_006851"
"Xe_006852"	"TREX2"
"Xe_006853"	"mannose receptor, C type 1_1"
"Xe_006854"	"Xe_006854"
"Xe_006855"	"Xe_006855"
"Xe_006856"	"Xe_006856"
"Xe_006857"	"Xe_006857"
"Xe_006858"	"Xe_006858"
"Xe_006859"	"Xe_006859"
"Xe_006860"	"Xe_006860"
"Xe_006861"	"RNF151_16"
"Xe_006862"	"C16ORF70_1"
"Xe_006863"	"Xe_006863"
"Xe_006864"	"Xe_006864"
"Xe_006865"	"Xe_006865"
"Xe_006866"	"Xe_006866"
"Xe_006867"	"RNF151_17"
"Xe_006868"	"Xe_006868"
"Xe_006869"	"Xe_006869"
"Xe_006870"	"Xe_006870"
"Xe_006871"	"Xe_006871"
"Xe_006872"	"THAP_1"
"Xe_006873"	"Xe_006873"
"Xe_006874"	"Xe_006874"
"Xe_006875"	"Xe_006875"
"Xe_006876"	"Xe_006876"
"Xe_006877"	"RNF151_18"
"Xe_006878"	"Xe_006878"
"Xe_006879"	"Xe_006879"
"Xe_006880"	"Xe_006880"
"Xe_006881"	"Xe_006881"
"Xe_006882"	"Xe_006882"
"Xe_006883"	"DUSP19_1"
"Xe_006884"	"to transposase domaincontaining protein_1.2"
"Xe_006885"	"Xe_006885"
"Xe_006886"	"NLR family, CARD domain containing 5"
"Xe_006887"	"Xe_006887"
"Xe_006888"	"Xe_006888"
"Xe_006889"	"Xe_006889"
"Xe_006890"	"NLRP3_7"
"Xe_006891"	"Xe_006891"
"Xe_006892"	"NLRP3_8"
"Xe_006893"	"Xe_006893"
"Xe_006894"	"Xe_006894"
"Xe_006895"	"protein Hydra magnipapillata_12"
"Xe_006896"	"Xe_006896"
"Xe_006897"	"Xe_006897"
"Xe_006898"	"Xe_006898"
"Xe_006899"	"Xe_006899"
"Xe_006900"	"Xe_006900"
"Xe_006901"	"Xe_006901"
"Xe_006902"	"Xe_006902"
"Xe_006903"	"Xe_006903"
"Xe_006904"	"NLRP3_9"
"Xe_006905"	"Xe_006905"
"Xe_006906"	"Xe_006906"
"Xe_006907"	"Xe_006907"
"Xe_006908"	"Xe_006908"
"Xe_006909"	"Kelch motif_1"
"Xe_006910"	"dual specificity phosphatase 19_1"
"Xe_006911"	"Xe_006911"
"Xe_006912"	"Xe_006912"
"Xe_006913"	"Xe_006913"
"Xe_006914"	"Xe_006914"
"Xe_006915"	"dual specificity phosphatase 19_2"
"Xe_006916"	"SLC52A3_1"
"Xe_006917"	"SLC52A3_2"
"Xe_006918"	"Der1-like family"
"Xe_006919"	"MADF_11"
"Xe_006920"	"Xe_006920"
"Xe_006921"	"PRMT5"
"Xe_006922"	"PYURF"
"Xe_006923"	"PYROXD1"
"Xe_006924"	"NEK11"
"Xe_006925"	"Xe_006925"
"Xe_006926"	"NUTF2"
"Xe_006927"	"PSMA7"
"Xe_006928"	"CENPT"
"Xe_006929"	"Xe_006929"
"Xe_006930"	"Membrane-associating domain_2"
"Xe_006931"	"Xe_006931"
"Xe_006932"	"Xe_006932"
"Xe_006933"	"Xe_006933"
"Xe_006934"	"Xe_006934"
"Xe_006935"	"Xe_006935"
"Xe_006936"	"Xe_006936"
"Xe_006937"	"Xe_006937"
"Xe_006938"	"Xe_006938"
"Xe_006939"	"Xe_006939"
"Xe_006940"	"NLRP3_10"
"Xe_006941"	"Xe_006941"
"Xe_006942"	"Xe_006942"
"Xe_006943"	"Xe_006943"
"Xe_006944"	"RNH1_10"
"Xe_006945"	"Xe_006945"
"Xe_006946"	"Xe_006946"
"Xe_006947"	"Xe_006947"
"Xe_006948"	"Xe_006948"
"Xe_006949"	"Xe_006949"
"Xe_006950"	"Xe_006950"
"Xe_006951"	"Xe_006951"
"Xe_006952"	"Xe_006952"
"Xe_006953"	"NLRP3_11"
"Xe_006954"	"Xe_006954"
"Xe_006955"	"Xe_006955"
"Xe_006956"	"Xe_006956"
"Xe_006957"	"Xe_006957"
"Xe_006958"	"Xe_006958"
"Xe_006959"	"Xe_006959"
"Xe_006960"	"Xe_006960"
"Xe_006961"	"Xe_006961"
"Xe_006962"	"NLRP3_12"
"Xe_006963"	"Xe_006963"
"Xe_006964"	"Xe_006964"
"Xe_006965"	"Xe_006965"
"Xe_006966"	"protein Hydra magnipapillata_13"
"Xe_006967"	"NLRP10_3"
"Xe_006968"	"Membrane-associating domain_3"
"Xe_006969"	"Xe_006969"
"Xe_006970"	"Xe_006970"
"Xe_006971"	"Xe_006971"
"Xe_006972"	"Xe_006972"
"Xe_006973"	"Xe_006973"
"Xe_006974"	"Membrane-associating domain_4"
"Xe_006975"	"Xe_006975"
"Xe_006976"	"PRPF4B"
"Xe_006977"	"PARP2_1"
"Xe_006978"	"PARP2_2"
"Xe_006979"	"Xe_006979"
"Xe_006980"	"BBS4"
"Xe_006981"	"SLC52A3_3"
"Xe_006982"	"NECAB2"
"Xe_006983"	"PMS2"
"Xe_006984"	"NDUFV2"
"Xe_006985"	"TMEM231"
"Xe_006986"	"TRAF6_3"
"Xe_006987"	"TIMM21"
"Xe_006988"	"TTLL9"
"Xe_006989"	"Xe_006989"
"Xe_006990"	"Xe_006990"
"Xe_006991"	"ADAT1"
"Xe_006992"	"KIAA1468"
"Xe_006993"	"Xe_006993"
"Xe_006994"	"Xe_006994"
"Xe_006995"	"NDUFB9"
"Xe_006996"	"Xe_006996"
"Xe_006997"	"PSMB4_1"
"Xe_006998"	"Xe_006998"
"Xe_006999"	"PSMB4_2"
"Xe_007000"	"Xe_007000"
"Xe_007001"	"Xe_007001"
"Xe_007002"	"Xe_007002"
"Xe_007003"	"Xe_007003"
"Xe_007004"	"PSMB4_3"
"Xe_007005"	"Xe_007005"
"Xe_007006"	"Xe_007006"
"Xe_007007"	"Xe_007007"
"Xe_007008"	"Xe_007008"
"Xe_007009"	"Xe_007009"
"Xe_007010"	"Xe_007010"
"Xe_007011"	"Aminotransferase class-V_1"
"Xe_007012"	"K_tetra_4"
"Xe_007013"	"Xe_007013"
"Xe_007014"	"Xe_007014"
"Xe_007015"	"Xe_007015"
"Xe_007016"	"Xe_007016"
"Xe_007017"	"Xe_007017"
"Xe_007018"	"Xe_007018"
"Xe_007019"	"Xe_007019"
"Xe_007020"	"Xe_007020"
"Xe_007021"	"Xe_007021"
"Xe_007022"	"Xe_007022"
"Xe_007023"	"Xe_007023"
"Xe_007024"	"AURKA"
"Xe_007025"	"PDF_1"
"Xe_007026"	"MBTPS1_1"
"Xe_007027"	"Xe_007027"
"Xe_007028"	"EFh_2"
"Xe_007029"	"Xe_007029"
"Xe_007030"	"Integrase core domain_15"
"Xe_007031"	"Xe_007031"
"Xe_007032"	"to transposase domaincontaining protein_5"
"Xe_007033"	"Xe_007033"
"Xe_007034"	"NLRP12"
"Xe_007035"	"Xe_007035"
"Xe_007036"	"NACHT, LRR and PYD domains-containing protein_3"
"Xe_007037"	"Xe_007037"
"Xe_007038"	"Xe_007038"
"Xe_007039"	"NACHT, LRR and PYD domains-containing protein_4"
"Xe_007040"	"FBG_1"
"Xe_007041"	"Xe_007041"
"Xe_007042"	"FBG_2"
"Xe_007043"	"Xe_007043"
"Xe_007044"	"Xe_007044"
"Xe_007045"	"Xe_007045"
"Xe_007046"	"FBG_3"
"Xe_007047"	"Xe_007047"
"Xe_007048"	"FBG_4"
"Xe_007049"	"Xe_007049"
"Xe_007050"	"ADAMTS2"
"Xe_007051"	"ADAMTS3"
"Xe_007052"	"ADAMTS14_1"
"Xe_007053"	"ADAMTS14_2"
"Xe_007054"	"Xe_007054"
"Xe_007055"	"ADAMTS14_3"
"Xe_007056"	"Xe_007056"
"Xe_007057"	"Xe_007057"
"Xe_007058"	"HEATR6"
"Xe_007059"	"DMRT3_1"
"Xe_007060"	"Xe_007060"
"Xe_007061"	"BRD7"
"Xe_007062"	"Xe_007062"
"Xe_007063"	"Xe_007063"
"Xe_007064"	"Xe_007064"
"Xe_007065"	"FBXO15"
"Xe_007066"	"FSTL4_1"
"Xe_007067"	"FSTL4_2"
"Xe_007068"	"NDC80_7"
"Xe_007069"	"PAXIP1_1"
"Xe_007070"	"Xe_007070"
"Xe_007071"	"Xe_007071"
"Xe_007072"	"Xe_007072"
"Xe_007073"	"Xe_007073"
"Xe_007074"	"Xe_007074"
"Xe_007075"	"Xe_007075"
"Xe_007076"	"Xe_007076"
"Xe_007077"	"Xe_007077"
"Xe_007078"	"Xe_007078"
"Xe_007079"	"Retrotransposon protein_14"
"Xe_007080"	"Xe_007080"
"Xe_007081"	"Hydra magnipapillata_8"
"Xe_007082"	"Xe_007082"
"Xe_007083"	"Xe_007083"
"Xe_007084"	"NLRP3_13"
"Xe_007085"	"Xe_007085"
"Xe_007086"	"ECI2_12"
"Xe_007087"	"ECI2_13"
"Xe_007088"	"GMPR2"
"Xe_007089"	"ATXN1"
"Xe_007090"	"CCDC90A"
"Xe_007091"	"NFU1"
"Xe_007092"	"VPS4B"
"Xe_007093"	"EMC8"
"Xe_007094"	"IRX6_1"
"Xe_007095"	"DDX27_1"
"Xe_007096"	"Xe_007096"
"Xe_007097"	"Xe_007097"
"Xe_007098"	"Xe_007098"
"Xe_007099"	"Xe_007099"
"Xe_007100"	"Xe_007100"
"Xe_007101"	"Xe_007101"
"Xe_007102"	"Xe_007102"
"Xe_007103"	"Xe_007103"
"Xe_007104"	"Xe_007104"
"Xe_007105"	"KEL2"
"Xe_007106"	"TMEM143"
"Xe_007107"	"Xe_007107"
"Xe_007108"	"Xe_007108"
